,SERIAL_NO,DICT_NO,C_NO,SCC,NO_P,FC,TSP_EMI,PM_EMI,X_BLANK1,PM25_EMI,SOX_EMI,NOX_EMI,THC_EMI,NMHC_EMI,CO_EMI,PB_EMI,COMP_KIND1,WGS84_E,WGS84_N,ORI_QU1,X_BLANK2,DIA,X_BLANK3,HEI,X_BLANK4,TEMP,X_BLANK5,VEL,ASSUME_Q,ASSUME_D,ASSUME_H,ASSUME_T,ASSUME_V,NO_S,ASSUME_HD,HD1,ASSUME_DW,DW1,ASSUME_WY,WY1,X_BLANK6,X_BLANK7,X_BLANK8,X_BLANK9,X_BLANK10,X_BLANK11,EQ_1,A_NAME1,EQ_2,A_NAME2,EQ_3,A_NAME3,EQ_4,A_NAME4,EQ_5,A_NAME5,TSP_EFF,TSP_EFF1,SOX_EFF,NOX_EFF,VOC_EFF,CO_EFF,PB_EFF,ID_AREA,COMP_NAM,ZS,TSP_RANK,SOX_RANK,NOX_RANK,VOC_RANK,CO_RANK,PB_RANK,鄉鎮代碼,鄉鎮名稱,縣市代碼,縣市名稱,AREA,TOWNID,TOWNCODE,TOWNENG,COUNTYID,COUNTYCODE
397,25187,211,E5600841,20400202,EE45,FUL,0.372,0.19,0.0,0.139,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.33994,22.55532,17.5,,1.98,,30.0,,120,,0.1,*,,,*,*,PE42,,24,,7,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
398,25188,211,E5600841,20400202,EE49,FUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.33994,22.55532,17.5,,1.98,,30.0,,120,,0.1,*,,,*,*,PE42,,24,,7,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
399,25189,211,E5600841,,EE51,,0.511,0.325,0.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.36386,22.54339,15.0,,2.75,,45.0,,120,,0.0,*,,,*,*,PE51,,24,,7,,48,,0,,,0,0,AE51,洗滌塔,,　,,　,,　,,　,85.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
400,25190,211,E5600841,,EE52,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.36386,22.54339,15.0,,2.75,,45.0,,120,,0.0,*,,,*,*,PE51,,24,,7,,48,,0,,,0,0,AE52,洗滌塔,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
401,25191,211,E5600841,,EE53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.36386,22.54339,15.0,,2.75,,45.0,,120,,0.0,*,,,*,*,PE51,,24,,7,,48,,0,,,0,0,AE53,洗滌塔,AE54,洗滌塔,AE55,洗滌塔,AE56,洗滌塔,AE57,洗滌塔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
402,25192,211,E5600841,,EE55,,0.075,0.035,0.0,0.032,0.0,0.927,0.251,0.248,0.109,0.0,2411,120.36604,22.5449,15.0,,1.0,,31.3,,120,,0.3,*,,,*,*,PE53,,24,,7,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
403,25193,211,E5600841,39999994,EE65,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34235,22.5605,15.0,,1.0,,20.3,,120,,0.3,*,,,*,*,PE61,,24,,7,,52,,0,,,0,0,AE61,洗滌塔,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
404,25194,211,E5600841,,EE62,,0.003,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34285,22.56073,1.0,,0.2,,3.0,,100,,0.5,*,,,*,*,PE62,,24,,7,,52,,0,,,0,0,AE62,脈動式袋式集塵器,,　,,　,,　,,　,80.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
405,25195,211,E5600841,,EE70,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34285,22.56073,1.0,,0.2,,3.0,,100,,0.5,*,,,*,*,PE62,,24,,7,,52,,0,,,0,0,AE63,脈動式袋式集塵器,,　,,　,,　,,　,80.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
406,25196,211,E5600841,30400525,EE71,,0.676,0.494,0.0,0.384,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35538,22.55042,15.0,,1.4,,20.0,,120,,0.2,*,,,*,*,PE71,,24,,7,,48,,0,,,0,0,AE71,其他袋式集塵器,,　,,　,,　,,　,99.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
407,25197,211,E5600841,30900303,EE72,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35538,22.55042,15.0,,1.4,,20.0,,120,,0.2,*,,,*,*,PE71,,24,,7,,48,,0,,,0,0,AE71,其他袋式集塵器,,　,,　,,　,,　,99.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
408,25198,211,E5600841,30900303,EE73,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35538,22.55042,15.0,,1.4,,20.0,,120,,0.2,*,,,*,*,PE71,,24,,7,,48,,0,,,0,0,AE71,其他袋式集塵器,,　,,　,,　,,　,99.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
409,25199,211,E5600841,30390021,EE74,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35495,22.55022,15.0,,0.8,,25.0,,120,,0.5,*,,,*,*,PE72,,24,,7,,48,,0,,,0,0,AE72,洗滌塔,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,D,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
410,25200,211,E5600841,30501112,EE75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35495,22.55022,15.0,,0.8,,25.0,,120,,0.5,*,,,*,*,PE72,,24,,7,,48,,0,,,0,0,AE72,洗滌塔,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,D,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
411,25201,211,E5600841,20100801,EE82,FUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35344,22.54731,100.0,,1.37,,35.0,,120,,1.1,*,,,*,*,PE81,,24,,7,,48,,0,,,0,0,AE82,洗滌塔,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,D,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
412,25202,211,E5600841,30101885,EE83,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35344,22.54731,15.0,,1.37,,35.0,,120,,0.2,*,,,*,*,PE81,,24,,7,,48,,0,,,0,0,AE82,洗滌塔,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,D,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
413,25203,211,E5600841,20100801,EE85,FUL,0.992,0.639,0.0,0.453,0.0,0.0,0.002,0.002,0.0,0.001,2411,120.35516,22.54675,232.5,,3.07,,27.0,,120,,0.5,*,,,*,*,PE82,,24,,7,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
414,25204,211,E5600841,30101885,EE86,,0.239,0.153,0.0,0.108,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35473,22.54726,15.0,,1.5,,30.0,,120,,0.1,*,,,*,*,PE83,,24,,7,,48,,0,,,0,0,AE84,洗滌塔,,　,,　,,　,,　,84.6,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
415,25205,211,E5600841,30101885,EE87,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35473,22.54726,15.0,,1.5,,30.0,,120,,0.1,*,,,*,*,PE83,,24,,7,,48,,0,,,0,0,AE84,洗滌塔,,　,,　,,　,,　,84.6,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
416,25206,211,E5600841,30101885,EE88,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35473,22.54726,15.0,,1.5,,30.0,,120,,0.1,*,,,*,*,PE83,,24,,6,,48,,0,,,0,0,AE84,洗滌塔,,　,,　,,　,,　,84.6,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
417,25207,211,E5600841,30101885,EE89,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35473,22.54726,15.0,,1.5,,30.0,,120,,0.1,*,,,*,*,PE83,,24,,7,,48,,0,,,0,0,AE84,洗滌塔,,　,,　,,　,,　,84.6,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
418,25208,211,E5600841,20100801,EE8B,FUL,1.101,0.701,0.0,0.563,0.0,0.0,0.0,0.0,0.0,0.001,2411,120.35329,22.54639,100.0,,1.26,,30.0,,120,,1.3,*,,,*,*,PE84,,24,,6,,48,,0,,,0,0,AE85,洗滌塔,,　,,　,,　,,　,65.5,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
419,25209,211,E5600841,20400202,EE8C,FUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35329,22.54639,100.0,,1.26,,30.0,,120,,1.3,*,,,*,*,PE84,,24,,6,,48,,0,,,0,0,AE85,洗滌塔,,　,,　,,　,,　,65.5,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
420,25210,211,E5600841,20300203,EE8D,FUL,0.0,0.0,0.0,0.0,0.0,3.696,0.0,0.0,0.0,0.0,2411,120.35329,22.54639,100.0,,1.26,,30.0,,120,,1.3,*,,,*,*,PE84,,24,,6,,48,,0,,,0,0,AE85,洗滌塔,,　,,　,,　,,　,65.5,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
421,25211,211,E5600841,30501112,EE8E,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35329,22.54639,15.0,,1.26,,30.0,,120,,0.2,*,,,*,*,PE84,,24,,6,,48,,0,,,0,0,AE85,洗滌塔,,　,,　,,　,,　,65.5,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
422,25212,211,E5600841,30101885,EE8M,,0.104,0.067,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35998,22.55286,1.0,,0.44,,32.0,,120,,0.1,*,,,*,*,PE85,,24,,6,,48,,0,,,0,0,AE86,脈動式袋式集塵器,,　,,　,,　,,　,1.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
423,25213,211,E5600841,20100801,EE8F,FUL,1.343,0.856,0.0,0.687,0.0,0.0,0.0,0.0,0.0,0.001,2411,120.35972,22.55307,30.0,,0.9,,36.0,,120,,0.8,*,,,*,*,PE86,,24,,6,,48,,0,,,0,0,AE87,洗滌塔,,　,,　,,　,,　,69.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
424,25214,211,E5600841,30501112,EE8G,,0.0,0.0,0.0,0.0,0.0,5.771,0.0,0.0,0.0,0.0,2411,120.35972,22.55307,15.0,,0.9,,36.0,,120,,0.4,*,,,*,*,PE86,,24,,6,,48,,0,,,0,0,AE87,洗滌塔,,　,,　,,　,,　,69.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
425,25215,211,E5600841,20100801,EE8H,FUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35972,22.55307,30.0,,0.9,,36.0,,120,,0.8,*,,,*,*,PE86,,24,,6,,48,,0,,,0,0,AE87,洗滌塔,,　,,　,,　,,　,69.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
426,25216,211,E5600841,30101885,EE8N,,0.377,0.243,0.0,0.172,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35306,22.54655,15.0,,0.6,,35.0,,120,,0.9,*,,,*,*,PE87,,24,,6,,48,,0,,,0,0,AE88,脈動式袋式集塵器,,　,,　,,　,,　,1.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
427,25217,211,E5600841,30501112,EE8I,,1.64,1.057,0.0,0.749,0.0,0.0,0.0,0.0,0.0,0.001,2411,120.35389,22.54572,15.0,,0.87,,38.0,,120,,0.4,*,,,*,*,PE88,,24,,6,,48,,0,,,0,0,AE89,洗滌塔,,　,,　,,　,,　,63.3,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
428,25218,211,E5600841,20100801,EE8J,FUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35389,22.54572,30.0,,0.87,,38.0,,120,,0.8,*,,,*,*,PE88,,24,,6,,48,,0,,,0,0,AE89,洗滌塔,,　,,　,,　,,　,63.3,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
429,25219,211,E5600841,30501112,EE8K,,0.0,0.0,0.0,0.0,0.0,6.465,0.0,0.0,0.0,0.0,2411,120.35389,22.54572,15.0,,0.87,,38.0,,120,,0.4,*,,,*,*,PE88,,24,,6,,48,,0,,,0,0,AE89,洗滌塔,,　,,　,,　,,　,63.3,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
430,25220,211,E5600841,30501112,EE8L,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35389,22.54572,15.0,,0.87,,38.0,,120,,0.4,*,,,*,*,PE88,,24,,6,,48,,0,,,0,0,AE89,洗滌塔,,　,,　,,　,,　,63.3,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
431,25221,211,E5600841,30101885,EE8O,,0.412,0.266,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35381,22.54566,15.0,,0.6,,35.0,,120,,0.9,*,,,*,*,PE89,,24,,6,,48,,0,,,0,0,AE8A,脈動式袋式集塵器,,　,,　,,　,,　,1.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
432,25222,211,E5600841,30101885,EE81,,0.025,0.016,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35344,22.54767,15.0,,0.68,,8.7,,100,,0.7,*,,,*,*,PE8A,,24,,7,,48,,0,,,0,0,AE81,其他袋式集塵器,,　,,　,,　,,　,33.3,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
433,25223,211,E5600841,20100801,EE8P,FUL,1.401,0.893,0.0,0.717,0.0,0.0,0.0,0.0,0.0,0.001,2411,120.3366,22.53993,100.0,,1.0,,50.0,,120,,2.1,*,,,*,*,PE8B,,24,,7,,52,,0,,,0,0,AE8B,洗滌塔,AE8C,洗滌塔,,　,,　,,　,82.69,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
434,25224,211,E5600841,20100801,EE8Q,FUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.3366,22.53993,100.0,,1.0,,50.0,,120,,2.1,*,,,*,*,PE8B,,24,,7,,52,,0,,,0,0,AE8B,洗滌塔,AE8C,洗滌塔,,　,,　,,　,82.69,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
435,25225,211,E5600841,20100801,EE8R,FUL,0.0,0.0,0.0,0.0,0.0,5.154,0.0,0.0,0.0,0.0,2411,120.3366,22.53993,100.0,,1.0,,50.0,,120,,2.1,*,,,*,*,PE8B,,24,,7,,52,,0,,,0,0,AE8B,洗滌塔,AE8C,洗滌塔,,　,,　,,　,82.69,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
436,25226,211,E5600841,20100801,EE8X,FUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.3366,22.53993,100.0,,1.0,,50.0,,120,,2.1,*,,,*,*,PE8B,,24,,7,,52,,0,,,0,0,AE8B,洗滌塔,AE8C,洗滌塔,,　,,　,,　,82.69,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
437,25227,211,E5600841,30101885,EE8T,,0.588,0.379,0.0,0.268,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.33636,22.53986,15.0,,1.0,,46.0,,120,,0.3,*,,,*,*,PE8C,,24,,7,,52,,0,,,0,0,AE8D,脈動式袋式集塵器,,　,,　,,　,,　,1.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
438,25228,211,E5600841,30101885,EE91,,1.234,0.795,0.0,0.564,0.0,0.0,0.0,0.0,0.0,0.001,2411,120.35305,22.54687,15.0,,1.0,,10.0,,100,,0.3,*,,,*,*,PE91,,24,,7,,48,,0,,,0,0,AE91,其他袋式集塵器,,　,,　,,　,,　,92.9,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
439,25229,211,E5600841,20100801,EE92,FUL,0.654,0.418,0.0,0.296,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35364,22.54593,30.0,,0.79,,36.3,,120,,1.0,*,,,*,*,PE92,,24,,7,,48,,0,,,0,0,AE92,洗滌塔,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,D,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
440,25230,211,E5600841,30101885,EE93,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35364,22.54593,15.0,,0.79,,36.3,,120,,0.5,*,,,*,*,PE92,,24,,7,,48,,0,,,0,0,AE92,洗滌塔,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,D,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
441,25231,211,E5600841,30101885,EE95,,6.489,4.182,0.0,2.965,0.0,0.0,0.003,0.002,0.0,0.004,2411,120.35558,22.54512,15.0,,2.0,,32.0,,120,,0.1,*,,,*,*,PE93,,24,,7,,48,,0,,,0,0,AE93,過濾器,,　,,　,,　,,　,90.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
442,25232,211,E5600841,,EE9A,,0.178,0.114,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35257,22.5528,15.0,,0.5,,25.0,,120,,1.3,*,,,*,*,PE9A,,24,,7,,48,,0,,,0,0,AE9A,洗滌塔,,　,,　,,　,,　,50.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
443,25233,211,E5600841,,EE9B,,1.136,0.797,0.0,0.678,2.955,10.114,0.0,0.0,1.765,0.001,2411,120.35259,22.5528,334.3,,1.0,,25.0,,280,,17.0,,,,,,PE9B,,24,,7,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
444,25234,211,E5600841,20400202,EE9D,FUL,0.102,0.072,0.0,0.061,1.324,3.878,0.0,0.0,0.413,0.0,2411,120.35255,22.5528,30.0,,0.98,,20.0,,120,,0.7,*,,,*,*,PE9C,,24,,7,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
445,25235,211,E5600841,,EE9E,,0.745,0.48,0.0,0.341,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35256,22.5528,15.0,,2.0,,28.8,,120,,0.1,*,,,*,*,PE9D,,24,,7,,48,,0,,,0,0,AE9B,靜電集塵器,,　,,　,,　,,　,90.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
446,25236,211,E5600841,,EEA1,,0.052,0.033,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34828,22.55684,15.0,,0.9,,45.3,,120,,0.4,*,,,*,*,PEA1,,24,,7,,48,,0,,,0,0,AEA1,氣液分離器,,　,,　,,　,,　,65.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
447,25237,211,E5600841,39000789,EEA2,,0.254,0.178,0.0,0.151,5.54,11.753,0.0,0.0,4.071,0.0,2411,120.34829,22.55694,510.3,,1.42,,46.0,,340,,8.2,,,,,,PEA2,,24,,7,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
448,25238,211,E5600841,20101001,EEB1,FUL,0.272,0.173,0.0,0.139,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34989,22.55238,30.0,,0.71,,25.0,,120,,1.3,*,,,*,*,PEB1,,24,,7,,48,,0,,,0,0,AEB1,洗滌塔,,　,,　,,　,,　,33.3,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
449,25239,211,E5600841,30400112,EEB2,,0.656,0.46,0.0,0.391,0.0,8.995,0.0,0.0,5.056,0.0,2411,120.34989,22.55256,379.2,,0.85,,27.5,,186,,20.5,,,,,,PEB2,,24,,7,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
